"Time (CET/CEST)","France (FR) > Spain (ES) [MW]","Spain (ES) > France (FR) [MW]"
"28.11.2024 06:30 - 28.11.2024 06:45","2470","0"
"28.11.2024 06:45 - 28.11.2024 07:00","2304","0"
"28.11.2024 07:00 - 28.11.2024 07:15","2197","0"
"28.11.2024 07:15 - 28.11.2024 07:30","2056","0"
"28.11.2024 07:30 - 28.11.2024 07:45","1969","0"
"28.11.2024 07:45 - 28.11.2024 08:00","1948","0"
"28.11.2024 08:00 - 28.11.2024 08:15","1960","0"
"28.11.2024 08:15 - 28.11.2024 08:30","2002","0"
"28.11.2024 08:30 - 28.11.2024 08:45","2009","0"
"28.11.2024 08:45 - 28.11.2024 09:00","1954","0"
"28.11.2024 09:00 - 28.11.2024 09:15","2029","0"
"28.11.2024 09:15 - 28.11.2024 09:30","1865","0"
"28.11.2024 09:30 - 28.11.2024 09:45","2025","0"
"28.11.2024 09:45 - 28.11.2024 10:00","1805","0"
"28.11.2024 10:00 - 28.11.2024 10:15","1619","0"
"28.11.2024 10:15 - 28.11.2024 10:30","1006","0"
"28.11.2024 10:30 - 28.11.2024 10:45","869","0"
"28.11.2024 10:45 - 28.11.2024 11:00","888","0"
"28.11.2024 11:00 - 28.11.2024 11:15","899","0"
"28.11.2024 11:15 - 28.11.2024 11:30","1328","0"
"28.11.2024 11:30 - 28.11.2024 11:45","1341","0"
"28.11.2024 11:45 - 28.11.2024 12:00","1316","0"
"28.11.2024 12:00 - 28.11.2024 12:15","1447","0"
"28.11.2024 12:15 - 28.11.2024 12:30","1208","0"
"28.11.2024 12:30 - 28.11.2024 12:45","1432","0"
"28.11.2024 12:45 - 28.11.2024 13:00","1487","0"
"28.11.2024 13:00 - 28.11.2024 13:15","1542","0"
"28.11.2024 13:15 - 28.11.2024 13:30","1745","0"
"28.11.2024 13:30 - 28.11.2024 13:45","1723","0"
"28.11.2024 13:45 - 28.11.2024 14:00","1473","0"
"28.11.2024 14:00 - 28.11.2024 14:15","1602","0"
"28.11.2024 14:15 - 28.11.2024 14:30","1174","0"
"28.11.2024 14:30 - 28.11.2024 14:45","1235","0"
"28.11.2024 14:45 - 28.11.2024 15:00","1302","0"
"28.11.2024 15:00 - 28.11.2024 15:15","884","0"
"28.11.2024 15:15 - 28.11.2024 15:30","387","0"
"28.11.2024 15:30 - 28.11.2024 15:45","375","0"
"28.11.2024 15:45 - 28.11.2024 16:00","143","0"
"28.11.2024 16:00 - 28.11.2024 16:15","328","0"
"28.11.2024 16:15 - 28.11.2024 16:30","801","0"
"28.11.2024 16:30 - 28.11.2024 16:45","668","0"
"28.11.2024 16:45 - 28.11.2024 17:00","875","0"
"28.11.2024 17:00 - 28.11.2024 17:15","815","0"
"28.11.2024 17:15 - 28.11.2024 17:30","1429","0"
"28.11.2024 17:30 - 28.11.2024 17:45","1573","0"
"28.11.2024 17:45 - 28.11.2024 18:00","1781","0"
"28.11.2024 18:00 - 28.11.2024 18:15","1613","0"
"28.11.2024 18:15 - 28.11.2024 18:30","1134","0"
"28.11.2024 18:30 - 28.11.2024 18:45","977","0"
"28.11.2024 18:45 - 28.11.2024 19:00","1142","0"
"28.11.2024 19:00 - 28.11.2024 19:15","1086","0"
"28.11.2024 19:15 - 28.11.2024 19:30","1509","0"
"28.11.2024 19:30 - 28.11.2024 19:45","1933","0"
"28.11.2024 19:45 - 28.11.2024 20:00","2016","0"
"28.11.2024 20:00 - 28.11.2024 20:15","2253","0"
"28.11.2024 20:15 - 28.11.2024 20:30","1907","0"
"28.11.2024 20:30 - 28.11.2024 20:45","1947","0"
"28.11.2024 20:45 - 28.11.2024 21:00","1959","0"
"28.11.2024 21:00 - 28.11.2024 21:15","2002","0"
"28.11.2024 21:15 - 28.11.2024 21:30","1918","0"
"28.11.2024 21:30 - 28.11.2024 21:45","1771","0"
"28.11.2024 21:45 - 28.11.2024 22:00","1794","0"
"28.11.2024 22:00 - 28.11.2024 22:15","1847","0"
"28.11.2024 22:15 - 28.11.2024 22:30","2547","0"
"28.11.2024 22:30 - 28.11.2024 22:45","2613","0"
"28.11.2024 22:45 - 28.11.2024 23:00","2584","0"
"28.11.2024 23:00 - 28.11.2024 23:15","2494","0"
"28.11.2024 23:15 - 28.11.2024 23:30","1784","0"
"28.11.2024 23:30 - 28.11.2024 23:45","2034","0"
"28.11.2024 23:45 - 29.11.2024 00:00","1950","0"
"29.11.2024 00:00 - 29.11.2024 00:15","1915","0"
"29.11.2024 00:15 - 29.11.2024 00:30","2756","0"
"29.11.2024 00:30 - 29.11.2024 00:45","2858","0"
"29.11.2024 00:45 - 29.11.2024 01:00","2832","0"
"29.11.2024 01:00 - 29.11.2024 01:15","2749","0"
"29.11.2024 01:15 - 29.11.2024 01:30","2752","0"
"29.11.2024 01:30 - 29.11.2024 01:45","2826","0"
"29.11.2024 01:45 - 29.11.2024 02:00","2571","0"
"29.11.2024 02:00 - 29.11.2024 02:15","2828","0"
"29.11.2024 02:15 - 29.11.2024 02:30","2838","0"
"29.11.2024 02:30 - 29.11.2024 02:45","2635","0"
"29.11.2024 02:45 - 29.11.2024 03:00","2809","0"
"29.11.2024 03:00 - 29.11.2024 03:15","2835","0"
"29.11.2024 03:15 - 29.11.2024 03:30","2691","0"
"29.11.2024 03:30 - 29.11.2024 03:45","2721","0"
"29.11.2024 03:45 - 29.11.2024 04:00","2580","0"
"29.11.2024 04:00 - 29.11.2024 04:15","2614","0"
"29.11.2024 04:15 - 29.11.2024 04:30","2790","0"
"29.11.2024 04:30 - 29.11.2024 04:45","2753","0"
"29.11.2024 04:45 - 29.11.2024 05:00","2478","0"
"29.11.2024 05:00 - 29.11.2024 05:15","2644","0"
"29.11.2024 05:15 - 29.11.2024 05:30","2875","0"
"29.11.2024 05:30 - 29.11.2024 05:45","2790","0"
"29.11.2024 05:45 - 29.11.2024 06:00","2807","0"
"29.11.2024 06:00 - 29.11.2024 06:15","2775","0"
"29.11.2024 06:15 - 29.11.2024 06:30","2573","0"
"29.11.2024 06:30 - 29.11.2024 06:45","2652","0"
"29.11.2024 06:45 - 29.11.2024 07:00","2438","0"
"29.11.2024 07:00 - 29.11.2024 07:15","2164","0"
"29.11.2024 07:15 - 29.11.2024 07:30","2607","0"
"29.11.2024 07:30 - 29.11.2024 07:45","2369","0"
"29.11.2024 07:45 - 29.11.2024 08:00","2360","0"
"29.11.2024 08:00 - 29.11.2024 08:15","2338","0"
"29.11.2024 08:15 - 29.11.2024 08:30","2350","0"
"29.11.2024 08:30 - 29.11.2024 08:45","2380","0"
"29.11.2024 08:45 - 29.11.2024 09:00","2413","0"
"29.11.2024 09:00 - 29.11.2024 09:15","2456","0"
"29.11.2024 09:15 - 29.11.2024 09:30","2380","0"
"29.11.2024 09:30 - 29.11.2024 09:45","2395","0"
"29.11.2024 09:45 - 29.11.2024 10:00","2431","0"
"29.11.2024 10:00 - 29.11.2024 10:15","2376","0"
"29.11.2024 10:15 - 29.11.2024 10:30","2815","0"
"29.11.2024 10:30 - 29.11.2024 10:45","2445","0"
"29.11.2024 10:45 - 29.11.2024 11:00","2220","0"
"29.11.2024 11:00 - 29.11.2024 11:15","2302","0"
"29.11.2024 11:15 - 29.11.2024 11:30","2307","0"
"29.11.2024 11:30 - 29.11.2024 11:45","2630","0"
"29.11.2024 11:45 - 29.11.2024 12:00","2725","0"
"29.11.2024 12:00 - 29.11.2024 12:15","2672","0"
"29.11.2024 12:15 - 29.11.2024 12:30","2492","0"
"29.11.2024 12:30 - 29.11.2024 12:45","2652","0"
"29.11.2024 12:45 - 29.11.2024 13:00","2738","0"
"29.11.2024 13:00 - 29.11.2024 13:15","2889","0"
"29.11.2024 13:15 - 29.11.2024 13:30","2889","0"
"29.11.2024 13:30 - 29.11.2024 13:45","2878","0"
"29.11.2024 13:45 - 29.11.2024 14:00","2875","0"
"29.11.2024 14:00 - 29.11.2024 14:15","2897","0"
"29.11.2024 14:15 - 29.11.2024 14:30","2850","0"
"29.11.2024 14:30 - 29.11.2024 14:45","2742","0"
"29.11.2024 14:45 - 29.11.2024 15:00","2358","0"
"29.11.2024 15:00 - 29.11.2024 15:15","2410","0"
"29.11.2024 15:15 - 29.11.2024 15:30","2700","0"
"29.11.2024 15:30 - 29.11.2024 15:45","2542","0"
"29.11.2024 15:45 - 29.11.2024 16:00","2861","0"
"29.11.2024 16:00 - 29.11.2024 16:15","2839","0"
"29.11.2024 16:15 - 29.11.2024 16:30","2914","0"
"29.11.2024 16:30 - 29.11.2024 16:45","2696","0"
"29.11.2024 16:45 - 29.11.2024 17:00","2627","0"
"29.11.2024 17:00 - 29.11.2024 17:15","2847","0"
"29.11.2024 17:15 - 29.11.2024 17:30","2970","0"
"29.11.2024 17:30 - 29.11.2024 17:45","2924","0"
"29.11.2024 17:45 - 29.11.2024 18:00","2983","0"
"29.11.2024 18:00 - 29.11.2024 18:15","2895","0"
"29.11.2024 18:15 - 29.11.2024 18:30","2838","0"
"29.11.2024 18:30 - 29.11.2024 18:45","2774","0"
"29.11.2024 18:45 - 29.11.2024 19:00","2868","0"
"29.11.2024 19:00 - 29.11.2024 19:15","2810","0"
"29.11.2024 19:15 - 29.11.2024 19:30","2426","0"
"29.11.2024 19:30 - 29.11.2024 19:45","2488","0"
"29.11.2024 19:45 - 29.11.2024 20:00","2548","0"
"29.11.2024 20:00 - 29.11.2024 20:15","2596","0"
"29.11.2024 20:15 - 29.11.2024 20:30","2379","0"
"29.11.2024 20:30 - 29.11.2024 20:45","2477","0"
"29.11.2024 20:45 - 29.11.2024 21:00","2504","0"
"29.11.2024 21:00 - 29.11.2024 21:15","2458","0"
"29.11.2024 21:15 - 29.11.2024 21:30","2163","0"
"29.11.2024 21:30 - 29.11.2024 21:45","2123","0"
"29.11.2024 21:45 - 29.11.2024 22:00","2166","0"
"29.11.2024 22:00 - 29.11.2024 22:15","2435","0"
"29.11.2024 22:15 - 29.11.2024 22:30","2203","0"
"29.11.2024 22:30 - 29.11.2024 22:45","2388","0"
"29.11.2024 22:45 - 29.11.2024 23:00","2298","0"
"29.11.2024 23:00 - 29.11.2024 23:15","2348","0"
"29.11.2024 23:15 - 29.11.2024 23:30","2515","0"
"29.11.2024 23:30 - 29.11.2024 23:45","2487","0"
"29.11.2024 23:45 - 30.11.2024 00:00","2193","0"
"30.11.2024 00:00 - 30.11.2024 00:15","2376","0"
"30.11.2024 00:15 - 30.11.2024 00:30","2207","0"
"30.11.2024 00:30 - 30.11.2024 00:45","2484","0"
"30.11.2024 00:45 - 30.11.2024 01:00","2538","0"
"30.11.2024 01:00 - 30.11.2024 01:15","2512","0"
"30.11.2024 01:15 - 30.11.2024 01:30","2418","0"
"30.11.2024 01:30 - 30.11.2024 01:45","2401","0"
"30.11.2024 01:45 - 30.11.2024 02:00","2334","0"
"30.11.2024 02:00 - 30.11.2024 02:15","2329","0"
"30.11.2024 02:15 - 30.11.2024 02:30","2371","0"
"30.11.2024 02:30 - 30.11.2024 02:45","2381","0"
"30.11.2024 02:45 - 30.11.2024 03:00","2395","0"
"30.11.2024 03:00 - 30.11.2024 03:15","2456","0"
"30.11.2024 03:15 - 30.11.2024 03:30","2433","0"
"30.11.2024 03:30 - 30.11.2024 03:45","2499","0"
"30.11.2024 03:45 - 30.11.2024 04:00","2357","0"
"30.11.2024 04:00 - 30.11.2024 04:15","2366","0"
"30.11.2024 04:15 - 30.11.2024 04:30","2292","0"
"30.11.2024 04:30 - 30.11.2024 04:45","2446","0"
"30.11.2024 04:45 - 30.11.2024 05:00","2417","0"
"30.11.2024 05:00 - 30.11.2024 05:15","2535","0"
"30.11.2024 05:15 - 30.11.2024 05:30","2531","0"
"30.11.2024 05:30 - 30.11.2024 05:45","2484","0"
"30.11.2024 05:45 - 30.11.2024 06:00","2462","0"
"30.11.2024 06:00 - 30.11.2024 06:15","2321","0"
"30.11.2024 06:15 - 30.11.2024 06:30","2530","0"
"30.11.2024 06:30 - 30.11.2024 06:45","2503","0"
"30.11.2024 06:45 - 30.11.2024 07:00","2474","0"
"30.11.2024 07:00 - 30.11.2024 07:15","2370","0"
"30.11.2024 07:15 - 30.11.2024 07:30","2545","0"
"30.11.2024 07:30 - 30.11.2024 07:45","2503","0"
"30.11.2024 07:45 - 30.11.2024 08:00","2476","0"
"30.11.2024 08:00 - 30.11.2024 08:15","2451","0"
"30.11.2024 08:15 - 30.11.2024 08:30","2539","0"
"30.11.2024 08:30 - 30.11.2024 08:45","2496","0"
"30.11.2024 08:45 - 30.11.2024 09:00","2484","0"
"30.11.2024 09:00 - 30.11.2024 09:15","2349","0"
"30.11.2024 09:15 - 30.11.2024 09:30","2454","0"
"30.11.2024 09:30 - 30.11.2024 09:45","2427","0"
"30.11.2024 09:45 - 30.11.2024 10:00","2249","0"
"30.11.2024 10:00 - 30.11.2024 10:15","2469","0"
"30.11.2024 10:15 - 30.11.2024 10:30","2091","0"
"30.11.2024 10:30 - 30.11.2024 10:45","2377","0"
"30.11.2024 10:45 - 30.11.2024 11:00","2515","0"
"30.11.2024 11:00 - 30.11.2024 11:15","2547","0"
"30.11.2024 11:15 - 30.11.2024 11:30","2117","0"
"30.11.2024 11:30 - 30.11.2024 11:45","2297","0"
"30.11.2024 11:45 - 30.11.2024 12:00","2363","0"
"30.11.2024 12:00 - 30.11.2024 12:15","2220","0"
"30.11.2024 12:15 - 30.11.2024 12:30","2056","0"
"30.11.2024 12:30 - 30.11.2024 12:45","2303","0"
"30.11.2024 12:45 - 30.11.2024 13:00","1785","0"
"30.11.2024 13:00 - 30.11.2024 13:15","1605","0"
"30.11.2024 13:15 - 30.11.2024 13:30","1538","0"
"30.11.2024 13:30 - 30.11.2024 13:45","1213","0"
"30.11.2024 13:45 - 30.11.2024 14:00","1112","0"
"30.11.2024 14:00 - 30.11.2024 14:15","1407","0"
"30.11.2024 14:15 - 30.11.2024 14:30","1063","0"
"30.11.2024 14:30 - 30.11.2024 14:45","920","0"
"30.11.2024 14:45 - 30.11.2024 15:00","730","0"
"30.11.2024 15:00 - 30.11.2024 15:15","817","0"
"30.11.2024 15:15 - 30.11.2024 15:30","20","0"
"30.11.2024 15:30 - 30.11.2024 15:45","0","753"
"30.11.2024 15:45 - 30.11.2024 16:00","0","666"
"30.11.2024 16:00 - 30.11.2024 16:15","0","119"
"30.11.2024 16:15 - 30.11.2024 16:30","1609","0"
"30.11.2024 16:30 - 30.11.2024 16:45","1764","0"
"30.11.2024 16:45 - 30.11.2024 17:00","1484","0"
"30.11.2024 17:00 - 30.11.2024 17:15","1201","0"
"30.11.2024 17:15 - 30.11.2024 17:30","2423","0"
"30.11.2024 17:30 - 30.11.2024 17:45","2506","0"
"30.11.2024 17:45 - 30.11.2024 18:00","2466","0"
"30.11.2024 18:00 - 30.11.2024 18:15","2512","0"
"30.11.2024 18:15 - 30.11.2024 18:30","2528","0"
"30.11.2024 18:30 - 30.11.2024 18:45","2442","0"
"30.11.2024 18:45 - 30.11.2024 19:00","2329","0"
"30.11.2024 19:00 - 30.11.2024 19:15","2272","0"
"30.11.2024 19:15 - 30.11.2024 19:30","2069","0"
"30.11.2024 19:30 - 30.11.2024 19:45","2110","0"
"30.11.2024 19:45 - 30.11.2024 20:00","2115","0"
"30.11.2024 20:00 - 30.11.2024 20:15","1910","0"
"30.11.2024 20:15 - 30.11.2024 20:30","1981","0"
"30.11.2024 20:30 - 30.11.2024 20:45","2163","0"
"30.11.2024 20:45 - 30.11.2024 21:00","2089","0"
"30.11.2024 21:00 - 30.11.2024 21:15","2095","0"
"30.11.2024 21:15 - 30.11.2024 21:30","2063","0"
"30.11.2024 21:30 - 30.11.2024 21:45","2212","0"
"30.11.2024 21:45 - 30.11.2024 22:00","2073","0"
"30.11.2024 22:00 - 30.11.2024 22:15","2027","0"
"30.11.2024 22:15 - 30.11.2024 22:30","1913","0"
"30.11.2024 22:30 - 30.11.2024 22:45","2002","0"
"30.11.2024 22:45 - 30.11.2024 23:00","2055","0"
"30.11.2024 23:00 - 30.11.2024 23:15","2176","0"
"30.11.2024 23:15 - 30.11.2024 23:30","2285","0"
"30.11.2024 23:30 - 30.11.2024 23:45","2327","0"
"30.11.2024 23:45 - 01.12.2024 00:00","2165","0"
"01.12.2024 00:00 - 01.12.2024 00:15","2289","0"
"01.12.2024 00:15 - 01.12.2024 00:30","2569","0"
"01.12.2024 00:30 - 01.12.2024 00:45","2632","0"
"01.12.2024 00:45 - 01.12.2024 01:00","2534","0"
"01.12.2024 01:00 - 01.12.2024 01:15","2586","0"
"01.12.2024 01:15 - 01.12.2024 01:30","2354","0"
"01.12.2024 01:30 - 01.12.2024 01:45","2431","0"
"01.12.2024 01:45 - 01.12.2024 02:00","2603","0"
"01.12.2024 02:00 - 01.12.2024 02:15","2597","0"
"01.12.2024 02:15 - 01.12.2024 02:30","2578","0"
"01.12.2024 02:30 - 01.12.2024 02:45","2633","0"
"01.12.2024 02:45 - 01.12.2024 03:00","2596","0"
"01.12.2024 03:00 - 01.12.2024 03:15","2669","0"
"01.12.2024 03:15 - 01.12.2024 03:30","2466","0"
"01.12.2024 03:30 - 01.12.2024 03:45","2619","0"
"01.12.2024 03:45 - 01.12.2024 04:00","2582","0"
"01.12.2024 04:00 - 01.12.2024 04:15","2616","0"
"01.12.2024 04:15 - 01.12.2024 04:30","2322","0"
"01.12.2024 04:30 - 01.12.2024 04:45","2340","0"
"01.12.2024 04:45 - 01.12.2024 05:00","2290","0"
"01.12.2024 05:00 - 01.12.2024 05:15","2470","0"
"01.12.2024 05:15 - 01.12.2024 05:30","2578","0"
"01.12.2024 05:30 - 01.12.2024 05:45","2597","0"
"01.12.2024 05:45 - 01.12.2024 06:00","2558","0"
"01.12.2024 06:00 - 01.12.2024 06:15","2503","0"
"01.12.2024 06:15 - 01.12.2024 06:30","2547","0"
"01.12.2024 06:30 - 01.12.2024 06:45","2573","0"
"01.12.2024 06:45 - 01.12.2024 07:00","2437","0"
"01.12.2024 07:00 - 01.12.2024 07:15","2537","0"
"01.12.2024 07:15 - 01.12.2024 07:30","2530","0"
"01.12.2024 07:30 - 01.12.2024 07:45","2291","0"
"01.12.2024 07:45 - 01.12.2024 08:00","2262","0"
"01.12.2024 08:00 - 01.12.2024 08:15","2459","0"
"01.12.2024 08:15 - 01.12.2024 08:30","2004","0"
"01.12.2024 08:30 - 01.12.2024 08:45","1927","0"
"01.12.2024 08:45 - 01.12.2024 09:00","1822","0"
"01.12.2024 09:00 - 01.12.2024 09:15","1766","0"
"01.12.2024 09:15 - 01.12.2024 09:30","1878","0"
"01.12.2024 09:30 - 01.12.2024 09:45","1938","0"
"01.12.2024 09:45 - 01.12.2024 10:00","1993","0"
"01.12.2024 10:00 - 01.12.2024 10:15","1928","0"
"01.12.2024 10:15 - 01.12.2024 10:30","2026","0"
"01.12.2024 10:30 - 01.12.2024 10:45","2304","0"
"01.12.2024 10:45 - 01.12.2024 11:00","1903","0"
"01.12.2024 11:00 - 01.12.2024 11:15","1952","0"
"01.12.2024 11:15 - 01.12.2024 11:30","2152","0"
"01.12.2024 11:30 - 01.12.2024 11:45","1742","0"
"01.12.2024 11:45 - 01.12.2024 12:00","1711","0"
"01.12.2024 12:00 - 01.12.2024 12:15","1746","0"
"01.12.2024 12:15 - 01.12.2024 12:30","1875","0"
"01.12.2024 12:30 - 01.12.2024 12:45","1864","0"
"01.12.2024 12:45 - 01.12.2024 13:00","1736","0"
"01.12.2024 13:00 - 01.12.2024 13:15","1591","0"
"01.12.2024 13:15 - 01.12.2024 13:30","1711","0"
"01.12.2024 13:30 - 01.12.2024 13:45","1890","0"
"01.12.2024 13:45 - 01.12.2024 14:00","1856","0"
"01.12.2024 14:00 - 01.12.2024 14:15","1992","0"
"01.12.2024 14:15 - 01.12.2024 14:30","1789","0"
"01.12.2024 14:30 - 01.12.2024 14:45","1682","0"
"01.12.2024 14:45 - 01.12.2024 15:00","1848","0"
"01.12.2024 15:00 - 01.12.2024 15:15","1867","0"
"01.12.2024 15:15 - 01.12.2024 15:30","1897","0"
"01.12.2024 15:30 - 01.12.2024 15:45","1783","0"
"01.12.2024 15:45 - 01.12.2024 16:00","1977","0"
"01.12.2024 16:00 - 01.12.2024 16:15","1930","0"
"01.12.2024 16:15 - 01.12.2024 16:30","1889","0"
"01.12.2024 16:30 - 01.12.2024 16:45","1652","0"
"01.12.2024 16:45 - 01.12.2024 17:00","1625","0"
"01.12.2024 17:00 - 01.12.2024 17:15","1627","0"
"01.12.2024 17:15 - 01.12.2024 17:30","1468","0"
"01.12.2024 17:30 - 01.12.2024 17:45","1311","0"
"01.12.2024 17:45 - 01.12.2024 18:00","1744","0"
"01.12.2024 18:00 - 01.12.2024 18:15","1733","0"
"01.12.2024 18:15 - 01.12.2024 18:30","2562","0"
"01.12.2024 18:30 - 01.12.2024 18:45","2577","0"
"01.12.2024 18:45 - 01.12.2024 19:00","2539","0"
"01.12.2024 19:00 - 01.12.2024 19:15","2501","0"
"01.12.2024 19:15 - 01.12.2024 19:30","2254","0"
"01.12.2024 19:30 - 01.12.2024 19:45","2096","0"
"01.12.2024 19:45 - 01.12.2024 20:00","1928","0"
"01.12.2024 20:00 - 01.12.2024 20:15","2185","0"
"01.12.2024 20:15 - 01.12.2024 20:30","2127","0"
"01.12.2024 20:30 - 01.12.2024 20:45","2205","0"
"01.12.2024 20:45 - 01.12.2024 21:00","2285","0"
"01.12.2024 21:00 - 01.12.2024 21:15","2319","0"
"01.12.2024 21:15 - 01.12.2024 21:30","2346","0"
"01.12.2024 21:30 - 01.12.2024 21:45","2508","0"
"01.12.2024 21:45 - 01.12.2024 22:00","2530","0"
"01.12.2024 22:00 - 01.12.2024 22:15","2541","0"
"01.12.2024 22:15 - 01.12.2024 22:30","2303","0"
"01.12.2024 22:30 - 01.12.2024 22:45","2214","0"
"01.12.2024 22:45 - 01.12.2024 23:00","2162","0"
"01.12.2024 23:00 - 01.12.2024 23:15","2333","0"
"01.12.2024 23:15 - 01.12.2024 23:30","2418","0"
"01.12.2024 23:30 - 01.12.2024 23:45","2446","0"
"01.12.2024 23:45 - 02.12.2024 00:00","2428","0"
"02.12.2024 00:00 - 02.12.2024 00:15","2551","0"
"02.12.2024 00:15 - 02.12.2024 00:30","2417","0"
"02.12.2024 00:30 - 02.12.2024 00:45","2532","0"
"02.12.2024 00:45 - 02.12.2024 01:00","2499","0"
"02.12.2024 01:00 - 02.12.2024 01:15","2685","0"
"02.12.2024 01:15 - 02.12.2024 01:30","2417","0"
"02.12.2024 01:30 - 02.12.2024 01:45","2459","0"
"02.12.2024 01:45 - 02.12.2024 02:00","2601","0"
"02.12.2024 02:00 - 02.12.2024 02:15","2648","0"
"02.12.2024 02:15 - 02.12.2024 02:30","2581","0"
"02.12.2024 02:30 - 02.12.2024 02:45","2690","0"
"02.12.2024 02:45 - 02.12.2024 03:00","2696","0"
"02.12.2024 03:00 - 02.12.2024 03:15","2683","0"
"02.12.2024 03:15 - 02.12.2024 03:30","2623","0"
"02.12.2024 03:30 - 02.12.2024 03:45","2653","0"
"02.12.2024 03:45 - 02.12.2024 04:00","2623","0"
"02.12.2024 04:00 - 02.12.2024 04:15","2693","0"
"02.12.2024 04:15 - 02.12.2024 04:30","2668","0"
"02.12.2024 04:30 - 02.12.2024 04:45","2661","0"
"02.12.2024 04:45 - 02.12.2024 05:00","2726","0"
"02.12.2024 05:00 - 02.12.2024 05:15","2683","0"
"02.12.2024 05:15 - 02.12.2024 05:30","2796","0"
"02.12.2024 05:30 - 02.12.2024 05:45","2750","0"
"02.12.2024 05:45 - 02.12.2024 06:00","2570","0"
"02.12.2024 06:00 - 02.12.2024 06:15","2223","0"
"02.12.2024 06:15 - 02.12.2024 06:30","2686","0"
"02.12.2024 06:30 - 02.12.2024 06:45","2400","0"
"02.12.2024 06:45 - 02.12.2024 07:00","2145","0"
"02.12.2024 07:00 - 02.12.2024 07:15","1961","0"
"02.12.2024 07:15 - 02.12.2024 07:30","2154","0"
"02.12.2024 07:30 - 02.12.2024 07:45","2155","0"
"02.12.2024 07:45 - 02.12.2024 08:00","2328","0"
"02.12.2024 08:00 - 02.12.2024 08:15","2479","0"
"02.12.2024 08:15 - 02.12.2024 08:30","2634","0"
"02.12.2024 08:30 - 02.12.2024 08:45","2617","0"
"02.12.2024 08:45 - 02.12.2024 09:00","2578","0"
"02.12.2024 09:00 - 02.12.2024 09:15","2503","0"
"02.12.2024 09:15 - 02.12.2024 09:30","1896","0"
"02.12.2024 09:30 - 02.12.2024 09:45","1706","0"
"02.12.2024 09:45 - 02.12.2024 10:00","1736","0"
"02.12.2024 10:00 - 02.12.2024 10:15","1795","0"
"02.12.2024 10:15 - 02.12.2024 10:30","1954","0"
"02.12.2024 10:30 - 02.12.2024 10:45","1930","0"
"02.12.2024 10:45 - 02.12.2024 11:00","1919","0"
"02.12.2024 11:00 - 02.12.2024 11:15","1976","0"
"02.12.2024 11:15 - 02.12.2024 11:30","1725","0"
"02.12.2024 11:30 - 02.12.2024 11:45","2097","0"
"02.12.2024 11:45 - 02.12.2024 12:00","2085","0"
"02.12.2024 12:00 - 02.12.2024 12:15","1981","0"
"02.12.2024 12:15 - 02.12.2024 12:30","1970","0"
"02.12.2024 12:30 - 02.12.2024 12:45","2030","0"
"02.12.2024 12:45 - 02.12.2024 13:00","1971","0"
"02.12.2024 13:00 - 02.12.2024 13:15","2088","0"
"02.12.2024 13:15 - 02.12.2024 13:30","1931","0"
"02.12.2024 13:30 - 02.12.2024 13:45","2005","0"
"02.12.2024 13:45 - 02.12.2024 14:00","1996","0"
"02.12.2024 14:00 - 02.12.2024 14:15","2087","0"
"02.12.2024 14:15 - 02.12.2024 14:30","2033","0"
"02.12.2024 14:30 - 02.12.2024 14:45","2009","0"
"02.12.2024 14:45 - 02.12.2024 15:00","1918","0"
"02.12.2024 15:00 - 02.12.2024 15:15","1968","0"
"02.12.2024 15:15 - 02.12.2024 15:30","2011","0"
"02.12.2024 15:30 - 02.12.2024 15:45","1929","0"
"02.12.2024 15:45 - 02.12.2024 16:00","1785","0"
"02.12.2024 16:00 - 02.12.2024 16:15","1910","0"
"02.12.2024 16:15 - 02.12.2024 16:30","2129","0"
"02.12.2024 16:30 - 02.12.2024 16:45","1971","0"
"02.12.2024 16:45 - 02.12.2024 17:00","1942","0"
"02.12.2024 17:00 - 02.12.2024 17:15","1964","0"
"02.12.2024 17:15 - 02.12.2024 17:30","1946","0"
"02.12.2024 17:30 - 02.12.2024 17:45","1909","0"
"02.12.2024 17:45 - 02.12.2024 18:00","1954","0"
"02.12.2024 18:00 - 02.12.2024 18:15","1882","0"
"02.12.2024 18:15 - 02.12.2024 18:30","2177","0"
"02.12.2024 18:30 - 02.12.2024 18:45","2192","0"
"02.12.2024 18:45 - 02.12.2024 19:00","2212","0"
"02.12.2024 19:00 - 02.12.2024 19:15","2157","0"
"02.12.2024 19:15 - 02.12.2024 19:30","2291","0"
"02.12.2024 19:30 - 02.12.2024 19:45","2370","0"
"02.12.2024 19:45 - 02.12.2024 20:00","2354","0"
"02.12.2024 20:00 - 02.12.2024 20:15","2424","0"
"02.12.2024 20:15 - 02.12.2024 20:30","2337","0"
"02.12.2024 20:30 - 02.12.2024 20:45","2420","0"
"02.12.2024 20:45 - 02.12.2024 21:00","2393","0"
"02.12.2024 21:00 - 02.12.2024 21:15","2421","0"
"02.12.2024 21:15 - 02.12.2024 21:30","2332","0"
"02.12.2024 21:30 - 02.12.2024 21:45","2419","0"
"02.12.2024 21:45 - 02.12.2024 22:00","2371","0"
"02.12.2024 22:00 - 02.12.2024 22:15","2449","0"
"02.12.2024 22:15 - 02.12.2024 22:30","2483","0"
"02.12.2024 22:30 - 02.12.2024 22:45","2567","0"
"02.12.2024 22:45 - 02.12.2024 23:00","2601","0"
