"Time (CET/CEST)","France (FR) > Spain (ES) [MW]","Spain (ES) > France (FR) [MW]"
"23.11.2024 13:30 - 23.11.2024 13:45","0","930"
"23.11.2024 13:45 - 23.11.2024 14:00","0","939"
"23.11.2024 14:00 - 23.11.2024 14:15","0","793"
"23.11.2024 14:15 - 23.11.2024 14:30","0","866"
"23.11.2024 14:30 - 23.11.2024 14:45","0","1068"
"23.11.2024 14:45 - 23.11.2024 15:00","0","1077"
"23.11.2024 15:00 - 23.11.2024 15:15","0","1037"
"23.11.2024 15:15 - 23.11.2024 15:30","0","1056"
"23.11.2024 15:30 - 23.11.2024 15:45","0","1042"
"23.11.2024 15:45 - 23.11.2024 16:00","0","949"
"23.11.2024 16:00 - 23.11.2024 16:15","0","1007"
"23.11.2024 16:15 - 23.11.2024 16:30","0","944"
"23.11.2024 16:30 - 23.11.2024 16:45","0","1084"
"23.11.2024 16:45 - 23.11.2024 17:00","0","1015"
"23.11.2024 17:00 - 23.11.2024 17:15","0","714"
"23.11.2024 17:15 - 23.11.2024 17:30","1800","0"
"23.11.2024 17:30 - 23.11.2024 17:45","2007","0"
"23.11.2024 17:45 - 23.11.2024 18:00","2052","0"
"23.11.2024 18:00 - 23.11.2024 18:15","1705","0"
"23.11.2024 18:15 - 23.11.2024 18:30","1441","0"
"23.11.2024 18:30 - 23.11.2024 18:45","1666","0"
"23.11.2024 18:45 - 23.11.2024 19:00","1607","0"
"23.11.2024 19:00 - 23.11.2024 19:15","1288","0"
"23.11.2024 19:15 - 23.11.2024 19:30","1793","0"
"23.11.2024 19:30 - 23.11.2024 19:45","1935","0"
"23.11.2024 19:45 - 23.11.2024 20:00","1849","0"
"23.11.2024 20:00 - 23.11.2024 20:15","1944","0"
"23.11.2024 20:15 - 23.11.2024 20:30","2428","0"
"23.11.2024 20:30 - 23.11.2024 20:45","2739","0"
"23.11.2024 20:45 - 23.11.2024 21:00","2905","0"
"23.11.2024 21:00 - 23.11.2024 21:15","2725","0"
"23.11.2024 21:15 - 23.11.2024 21:30","2766","0"
"23.11.2024 21:30 - 23.11.2024 21:45","2839","0"
"23.11.2024 21:45 - 23.11.2024 22:00","2845","0"
"23.11.2024 22:00 - 23.11.2024 22:15","2928","0"
"23.11.2024 22:15 - 23.11.2024 22:30","2840","0"
"23.11.2024 22:30 - 23.11.2024 22:45","2818","0"
"23.11.2024 22:45 - 23.11.2024 23:00","2744","0"
"23.11.2024 23:00 - 23.11.2024 23:15","2833","0"
"23.11.2024 23:15 - 23.11.2024 23:30","2807","0"
"23.11.2024 23:30 - 23.11.2024 23:45","2981","0"
"23.11.2024 23:45 - 24.11.2024 00:00","2820","0"
"24.11.2024 00:00 - 24.11.2024 00:15","2663","0"
"24.11.2024 00:15 - 24.11.2024 00:30","2518","0"
"24.11.2024 00:30 - 24.11.2024 00:45","2444","0"
"24.11.2024 00:45 - 24.11.2024 01:00","2384","0"
"24.11.2024 01:00 - 24.11.2024 01:15","2214","0"
"24.11.2024 01:15 - 24.11.2024 01:30","1652","0"
"24.11.2024 01:30 - 24.11.2024 01:45","1578","0"
"24.11.2024 01:45 - 24.11.2024 02:00","1448","0"
"24.11.2024 02:00 - 24.11.2024 02:15","1757","0"
"24.11.2024 02:15 - 24.11.2024 02:30","942","0"
"24.11.2024 02:30 - 24.11.2024 02:45","835","0"
"24.11.2024 02:45 - 24.11.2024 03:00","1017","0"
"24.11.2024 03:00 - 24.11.2024 03:15","1144","0"
"24.11.2024 03:15 - 24.11.2024 03:30","683","0"
"24.11.2024 03:30 - 24.11.2024 03:45","859","0"
"24.11.2024 03:45 - 24.11.2024 04:00","713","0"
"24.11.2024 04:00 - 24.11.2024 04:15","785","0"
"24.11.2024 04:15 - 24.11.2024 04:30","606","0"
"24.11.2024 04:30 - 24.11.2024 04:45","492","0"
"24.11.2024 04:45 - 24.11.2024 05:00","488","0"
"24.11.2024 05:00 - 24.11.2024 05:15","566","0"
"24.11.2024 05:15 - 24.11.2024 05:30","437","0"
"24.11.2024 05:30 - 24.11.2024 05:45","417","0"
"24.11.2024 05:45 - 24.11.2024 06:00","485","0"
"24.11.2024 06:00 - 24.11.2024 06:15","466","0"
"24.11.2024 06:15 - 24.11.2024 06:30","53","0"
"24.11.2024 06:30 - 24.11.2024 06:45","214","0"
"24.11.2024 06:45 - 24.11.2024 07:00","100","0"
"24.11.2024 07:00 - 24.11.2024 07:15","180","0"
"24.11.2024 07:15 - 24.11.2024 07:30","177","0"
"24.11.2024 07:30 - 24.11.2024 07:45","351","0"
"24.11.2024 07:45 - 24.11.2024 08:00","353","0"
"24.11.2024 08:00 - 24.11.2024 08:15","135","0"
"24.11.2024 08:15 - 24.11.2024 08:30","0","391"
"24.11.2024 08:30 - 24.11.2024 08:45","0","507"
"24.11.2024 08:45 - 24.11.2024 09:00","0","516"
"24.11.2024 09:00 - 24.11.2024 09:15","0","692"
"24.11.2024 09:15 - 24.11.2024 09:30","0","1766"
"24.11.2024 09:30 - 24.11.2024 09:45","0","2010"
"24.11.2024 09:45 - 24.11.2024 10:00","0","1671"
"24.11.2024 10:00 - 24.11.2024 10:15","0","1800"
"24.11.2024 10:15 - 24.11.2024 10:30","0","2554"
"24.11.2024 10:30 - 24.11.2024 10:45","0","2524"
"24.11.2024 10:45 - 24.11.2024 11:00","0","2232"
"24.11.2024 11:00 - 24.11.2024 11:15","0","2334"
"24.11.2024 11:15 - 24.11.2024 11:30","0","2095"
"24.11.2024 11:30 - 24.11.2024 11:45","0","1929"
"24.11.2024 11:45 - 24.11.2024 12:00","0","1970"
"24.11.2024 12:00 - 24.11.2024 12:15","0","1787"
"24.11.2024 12:15 - 24.11.2024 12:30","0","1891"
"24.11.2024 12:30 - 24.11.2024 12:45","0","2133"
"24.11.2024 12:45 - 24.11.2024 13:00","0","2230"
"24.11.2024 13:00 - 24.11.2024 13:15","0","1899"
"24.11.2024 13:15 - 24.11.2024 13:30","0","1284"
"24.11.2024 13:30 - 24.11.2024 13:45","0","910"
"24.11.2024 13:45 - 24.11.2024 14:00","0","1020"
"24.11.2024 14:00 - 24.11.2024 14:15","0","971"
"24.11.2024 14:15 - 24.11.2024 14:30","0","697"
"24.11.2024 14:30 - 24.11.2024 14:45","0","602"
"24.11.2024 14:45 - 24.11.2024 15:00","0","493"
"24.11.2024 15:00 - 24.11.2024 15:15","0","470"
"24.11.2024 15:15 - 24.11.2024 15:30","0","531"
"24.11.2024 15:30 - 24.11.2024 15:45","0","930"
"24.11.2024 15:45 - 24.11.2024 16:00","0","829"
"24.11.2024 16:00 - 24.11.2024 16:15","0","675"
"24.11.2024 16:15 - 24.11.2024 16:30","0","964"
"24.11.2024 16:30 - 24.11.2024 16:45","0","990"
"24.11.2024 16:45 - 24.11.2024 17:00","0","1080"
"24.11.2024 17:00 - 24.11.2024 17:15","0","779"
"24.11.2024 17:15 - 24.11.2024 17:30","24","0"
"24.11.2024 17:30 - 24.11.2024 17:45","0","52"
"24.11.2024 17:45 - 24.11.2024 18:00","10","0"
"24.11.2024 18:00 - 24.11.2024 18:15","313","0"
"24.11.2024 18:15 - 24.11.2024 18:30","1453","0"
"24.11.2024 18:30 - 24.11.2024 18:45","1299","0"
"24.11.2024 18:45 - 24.11.2024 19:00","1511","0"
"24.11.2024 19:00 - 24.11.2024 19:15","1679","0"
"24.11.2024 19:15 - 24.11.2024 19:30","1877","0"
"24.11.2024 19:30 - 24.11.2024 19:45","2243","0"
"24.11.2024 19:45 - 24.11.2024 20:00","2451","0"
"24.11.2024 20:00 - 24.11.2024 20:15","2350","0"
"24.11.2024 20:15 - 24.11.2024 20:30","3078","0"
"24.11.2024 20:30 - 24.11.2024 20:45","3129","0"
"24.11.2024 20:45 - 24.11.2024 21:00","3175","0"
"24.11.2024 21:00 - 24.11.2024 21:15","3348","0"
"24.11.2024 21:15 - 24.11.2024 21:30","3313","0"
"24.11.2024 21:30 - 24.11.2024 21:45","3320","0"
"24.11.2024 21:45 - 24.11.2024 22:00","3347","0"
"24.11.2024 22:00 - 24.11.2024 22:15","3381","0"
"24.11.2024 22:15 - 24.11.2024 22:30","3292","0"
"24.11.2024 22:30 - 24.11.2024 22:45","3263","0"
"24.11.2024 22:45 - 24.11.2024 23:00","3227","0"
"24.11.2024 23:00 - 24.11.2024 23:15","3048","0"
"24.11.2024 23:15 - 24.11.2024 23:30","1753","0"
"24.11.2024 23:30 - 24.11.2024 23:45","1665","0"
"24.11.2024 23:45 - 25.11.2024 00:00","1113","0"
"25.11.2024 00:00 - 25.11.2024 00:15","923","0"
"25.11.2024 00:15 - 25.11.2024 00:30","85","0"
"25.11.2024 00:30 - 25.11.2024 00:45","0","294"
"25.11.2024 00:45 - 25.11.2024 01:00","0","263"
"25.11.2024 01:00 - 25.11.2024 01:15","0","278"
"25.11.2024 01:15 - 25.11.2024 01:30","0","911"
"25.11.2024 01:30 - 25.11.2024 01:45","0","687"
"25.11.2024 01:45 - 25.11.2024 02:00","0","491"
"25.11.2024 02:00 - 25.11.2024 02:15","0","370"
"25.11.2024 02:15 - 25.11.2024 02:30","0","668"
"25.11.2024 02:30 - 25.11.2024 02:45","0","446"
"25.11.2024 02:45 - 25.11.2024 03:00","0","290"
"25.11.2024 03:00 - 25.11.2024 03:15","0","185"
"25.11.2024 03:15 - 25.11.2024 03:30","55","0"
"25.11.2024 03:30 - 25.11.2024 03:45","79","0"
"25.11.2024 03:45 - 25.11.2024 04:00","38","0"
"25.11.2024 04:00 - 25.11.2024 04:15","91","0"
"25.11.2024 04:15 - 25.11.2024 04:30","865","0"
"25.11.2024 04:30 - 25.11.2024 04:45","1237","0"
"25.11.2024 04:45 - 25.11.2024 05:00","1309","0"
"25.11.2024 05:00 - 25.11.2024 05:15","1263","0"
"25.11.2024 05:15 - 25.11.2024 05:30","896","0"
"25.11.2024 05:30 - 25.11.2024 05:45","723","0"
"25.11.2024 05:45 - 25.11.2024 06:00","376","0"
"25.11.2024 06:00 - 25.11.2024 06:15","659","0"
"25.11.2024 06:15 - 25.11.2024 06:30","2039","0"
"25.11.2024 06:30 - 25.11.2024 06:45","1950","0"
"25.11.2024 06:45 - 25.11.2024 07:00","1652","0"
"25.11.2024 07:00 - 25.11.2024 07:15","1775","0"
"25.11.2024 07:15 - 25.11.2024 07:30","2713","0"
"25.11.2024 07:30 - 25.11.2024 07:45","2645","0"
"25.11.2024 07:45 - 25.11.2024 08:00","2501","0"
"25.11.2024 08:00 - 25.11.2024 08:15","2596","0"
"25.11.2024 08:15 - 25.11.2024 08:30","2650","0"
"25.11.2024 08:30 - 25.11.2024 08:45","2410","0"
"25.11.2024 08:45 - 25.11.2024 09:00","2386","0"
"25.11.2024 09:00 - 25.11.2024 09:15","2332","0"
"25.11.2024 09:15 - 25.11.2024 09:30","1962","0"
"25.11.2024 09:30 - 25.11.2024 09:45","2176","0"
"25.11.2024 09:45 - 25.11.2024 10:00","1819","0"
"25.11.2024 10:00 - 25.11.2024 10:15","1701","0"
"25.11.2024 10:15 - 25.11.2024 10:30","1299","0"
"25.11.2024 10:30 - 25.11.2024 10:45","1184","0"
"25.11.2024 10:45 - 25.11.2024 11:00","1036","0"
"25.11.2024 11:00 - 25.11.2024 11:15","1077","0"
"25.11.2024 11:15 - 25.11.2024 11:30","0","103"
"25.11.2024 11:30 - 25.11.2024 11:45","395","0"
"25.11.2024 11:45 - 25.11.2024 12:00","498","0"
"25.11.2024 12:00 - 25.11.2024 12:15","458","0"
"25.11.2024 12:15 - 25.11.2024 12:30","125","0"
"25.11.2024 12:30 - 25.11.2024 12:45","0","1"
"25.11.2024 12:45 - 25.11.2024 13:00","7","0"
"25.11.2024 13:00 - 25.11.2024 13:15","0","36"
"25.11.2024 13:15 - 25.11.2024 13:30","0","481"
"25.11.2024 13:30 - 25.11.2024 13:45","0","520"
"25.11.2024 13:45 - 25.11.2024 14:00","0","837"
"25.11.2024 14:00 - 25.11.2024 14:15","0","1184"
"25.11.2024 14:15 - 25.11.2024 14:30","0","1133"
"25.11.2024 14:30 - 25.11.2024 14:45","0","1527"
"25.11.2024 14:45 - 25.11.2024 15:00","0","1618"
"25.11.2024 15:00 - 25.11.2024 15:15","0","1830"
"25.11.2024 15:15 - 25.11.2024 15:30","0","1604"
"25.11.2024 15:30 - 25.11.2024 15:45","0","1798"
"25.11.2024 15:45 - 25.11.2024 16:00","0","1882"
"25.11.2024 16:00 - 25.11.2024 16:15","0","1652"
"25.11.2024 16:15 - 25.11.2024 16:30","0","287"
"25.11.2024 16:30 - 25.11.2024 16:45","318","0"
"25.11.2024 16:45 - 25.11.2024 17:00","1104","0"
"25.11.2024 17:00 - 25.11.2024 17:15","1391","0"
"25.11.2024 17:15 - 25.11.2024 17:30","2520","0"
"25.11.2024 17:30 - 25.11.2024 17:45","2794","0"
"25.11.2024 17:45 - 25.11.2024 18:00","2664","0"
"25.11.2024 18:00 - 25.11.2024 18:15","2402","0"
"25.11.2024 18:15 - 25.11.2024 18:30","2344","0"
"25.11.2024 18:30 - 25.11.2024 18:45","2565","0"
"25.11.2024 18:45 - 25.11.2024 19:00","2500","0"
"25.11.2024 19:00 - 25.11.2024 19:15","2410","0"
"25.11.2024 19:15 - 25.11.2024 19:30","2234","0"
"25.11.2024 19:30 - 25.11.2024 19:45","2333","0"
"25.11.2024 19:45 - 25.11.2024 20:00","2380","0"
"25.11.2024 20:00 - 25.11.2024 20:15","2409","0"
"25.11.2024 20:15 - 25.11.2024 20:30","2207","0"
"25.11.2024 20:30 - 25.11.2024 20:45","2406","0"
"25.11.2024 20:45 - 25.11.2024 21:00","2452","0"
"25.11.2024 21:00 - 25.11.2024 21:15","2486","0"
"25.11.2024 21:15 - 25.11.2024 21:30","2270","0"
"25.11.2024 21:30 - 25.11.2024 21:45","2432","0"
"25.11.2024 21:45 - 25.11.2024 22:00","2485","0"
"25.11.2024 22:00 - 25.11.2024 22:15","2547","0"
"25.11.2024 22:15 - 25.11.2024 22:30","2657","0"
"25.11.2024 22:30 - 25.11.2024 22:45","2685","0"
"25.11.2024 22:45 - 25.11.2024 23:00","2708","0"
"25.11.2024 23:00 - 25.11.2024 23:15","2704","0"
"25.11.2024 23:15 - 25.11.2024 23:30","2602","0"
"25.11.2024 23:30 - 25.11.2024 23:45","2578","0"
"25.11.2024 23:45 - 26.11.2024 00:00","2596","0"
"26.11.2024 00:00 - 26.11.2024 00:15","2749","0"
"26.11.2024 00:15 - 26.11.2024 00:30","2623","0"
"26.11.2024 00:30 - 26.11.2024 00:45","2639","0"
"26.11.2024 00:45 - 26.11.2024 01:00","2819","0"
"26.11.2024 01:00 - 26.11.2024 01:15","2942","0"
"26.11.2024 01:15 - 26.11.2024 01:30","2718","0"
"26.11.2024 01:30 - 26.11.2024 01:45","2788","0"
"26.11.2024 01:45 - 26.11.2024 02:00","2802","0"
"26.11.2024 02:00 - 26.11.2024 02:15","2688","0"
"26.11.2024 02:15 - 26.11.2024 02:30","2769","0"
"26.11.2024 02:30 - 26.11.2024 02:45","2783","0"
"26.11.2024 02:45 - 26.11.2024 03:00","2757","0"
"26.11.2024 03:00 - 26.11.2024 03:15","2782","0"
"26.11.2024 03:15 - 26.11.2024 03:30","2570","0"
"26.11.2024 03:30 - 26.11.2024 03:45","2724","0"
"26.11.2024 03:45 - 26.11.2024 04:00","2770","0"
"26.11.2024 04:00 - 26.11.2024 04:15","2723","0"
"26.11.2024 04:15 - 26.11.2024 04:30","2430","0"
"26.11.2024 04:30 - 26.11.2024 04:45","2593","0"
"26.11.2024 04:45 - 26.11.2024 05:00","2726","0"
"26.11.2024 05:00 - 26.11.2024 05:15","2746","0"
"26.11.2024 05:15 - 26.11.2024 05:30","2768","0"
"26.11.2024 05:30 - 26.11.2024 05:45","2754","0"
"26.11.2024 05:45 - 26.11.2024 06:00","2737","0"
"26.11.2024 06:00 - 26.11.2024 06:15","2766","0"
"26.11.2024 06:15 - 26.11.2024 06:30","2742","0"
"26.11.2024 06:30 - 26.11.2024 06:45","2652","0"
"26.11.2024 06:45 - 26.11.2024 07:00","2607","0"
"26.11.2024 07:00 - 26.11.2024 07:15","2567","0"
"26.11.2024 07:15 - 26.11.2024 07:30","2746","0"
"26.11.2024 07:30 - 26.11.2024 07:45","2682","0"
"26.11.2024 07:45 - 26.11.2024 08:00","2681","0"
"26.11.2024 08:00 - 26.11.2024 08:15","2666","0"
"26.11.2024 08:15 - 26.11.2024 08:30","2874","0"
"26.11.2024 08:30 - 26.11.2024 08:45","2758","0"
"26.11.2024 08:45 - 26.11.2024 09:00","2752","0"
"26.11.2024 09:00 - 26.11.2024 09:15","2648","0"
"26.11.2024 09:15 - 26.11.2024 09:30","2557","0"
"26.11.2024 09:30 - 26.11.2024 09:45","2723","0"
"26.11.2024 09:45 - 26.11.2024 10:00","2789","0"
"26.11.2024 10:00 - 26.11.2024 10:15","2751","0"
"26.11.2024 10:15 - 26.11.2024 10:30","2759","0"
"26.11.2024 10:30 - 26.11.2024 10:45","2711","0"
"26.11.2024 10:45 - 26.11.2024 11:00","2748","0"
"26.11.2024 11:00 - 26.11.2024 11:15","2752","0"
"26.11.2024 11:15 - 26.11.2024 11:30","2669","0"
"26.11.2024 11:30 - 26.11.2024 11:45","2712","0"
"26.11.2024 11:45 - 26.11.2024 12:00","2721","0"
"26.11.2024 12:00 - 26.11.2024 12:15","2732","0"
"26.11.2024 12:15 - 26.11.2024 12:30","2743","0"
"26.11.2024 12:30 - 26.11.2024 12:45","2736","0"
"26.11.2024 12:45 - 26.11.2024 13:00","2678","0"
"26.11.2024 13:00 - 26.11.2024 13:15","2741","0"
"26.11.2024 13:15 - 26.11.2024 13:30","2708","0"
"26.11.2024 13:30 - 26.11.2024 13:45","2697","0"
"26.11.2024 13:45 - 26.11.2024 14:00","2613","0"
"26.11.2024 14:00 - 26.11.2024 14:15","2652","0"
"26.11.2024 14:15 - 26.11.2024 14:30","2695","0"
"26.11.2024 14:30 - 26.11.2024 14:45","2628","0"
"26.11.2024 14:45 - 26.11.2024 15:00","2619","0"
"26.11.2024 15:00 - 26.11.2024 15:15","2624","0"
"26.11.2024 15:15 - 26.11.2024 15:30","2708","0"
"26.11.2024 15:30 - 26.11.2024 15:45","2641","0"
"26.11.2024 15:45 - 26.11.2024 16:00","2658","0"
"26.11.2024 16:00 - 26.11.2024 16:15","2765","0"
"26.11.2024 16:15 - 26.11.2024 16:30","2728","0"
"26.11.2024 16:30 - 26.11.2024 16:45","2619","0"
"26.11.2024 16:45 - 26.11.2024 17:00","2695","0"
"26.11.2024 17:00 - 26.11.2024 17:15","2626","0"
"26.11.2024 17:15 - 26.11.2024 17:30","2095","0"
"26.11.2024 17:30 - 26.11.2024 17:45","2092","0"
"26.11.2024 17:45 - 26.11.2024 18:00","2061","0"
"26.11.2024 18:00 - 26.11.2024 18:15","2001","0"
"26.11.2024 18:15 - 26.11.2024 18:30","1317","0"
"26.11.2024 18:30 - 26.11.2024 18:45","1217","0"
"26.11.2024 18:45 - 26.11.2024 19:00","1224","0"
"26.11.2024 19:00 - 26.11.2024 19:15","1300","0"
"26.11.2024 19:15 - 26.11.2024 19:30","2020","0"
"26.11.2024 19:30 - 26.11.2024 19:45","2159","0"
"26.11.2024 19:45 - 26.11.2024 20:00","2265","0"
"26.11.2024 20:00 - 26.11.2024 20:15","2452","0"
"26.11.2024 20:15 - 26.11.2024 20:30","2516","0"
"26.11.2024 20:30 - 26.11.2024 20:45","2637","0"
"26.11.2024 20:45 - 26.11.2024 21:00","2600","0"
"26.11.2024 21:00 - 26.11.2024 21:15","2554","0"
"26.11.2024 21:15 - 26.11.2024 21:30","2593","0"
"26.11.2024 21:30 - 26.11.2024 21:45","2557","0"
"26.11.2024 21:45 - 26.11.2024 22:00","2622","0"
"26.11.2024 22:00 - 26.11.2024 22:15","2611","0"
"26.11.2024 22:15 - 26.11.2024 22:30","2463","0"
"26.11.2024 22:30 - 26.11.2024 22:45","2569","0"
"26.11.2024 22:45 - 26.11.2024 23:00","2515","0"
"26.11.2024 23:00 - 26.11.2024 23:15","2514","0"
"26.11.2024 23:15 - 26.11.2024 23:30","2588","0"
"26.11.2024 23:30 - 26.11.2024 23:45","2601","0"
"26.11.2024 23:45 - 27.11.2024 00:00","2597","0"
"27.11.2024 00:00 - 27.11.2024 00:15","2657","0"
"27.11.2024 00:15 - 27.11.2024 00:30","2584","0"
"27.11.2024 00:30 - 27.11.2024 00:45","2704","0"
"27.11.2024 00:45 - 27.11.2024 01:00","2829","0"
"27.11.2024 01:00 - 27.11.2024 01:15","2833","0"
"27.11.2024 01:15 - 27.11.2024 01:30","2709","0"
"27.11.2024 01:30 - 27.11.2024 01:45","2769","0"
"27.11.2024 01:45 - 27.11.2024 02:00","2787","0"
"27.11.2024 02:00 - 27.11.2024 02:15","2777","0"
"27.11.2024 02:15 - 27.11.2024 02:30","2605","0"
"27.11.2024 02:30 - 27.11.2024 02:45","2741","0"
"27.11.2024 02:45 - 27.11.2024 03:00","2717","0"
"27.11.2024 03:00 - 27.11.2024 03:15","2809","0"
"27.11.2024 03:15 - 27.11.2024 03:30","2844","0"
"27.11.2024 03:30 - 27.11.2024 03:45","2766","0"
"27.11.2024 03:45 - 27.11.2024 04:00","2800","0"
"27.11.2024 04:00 - 27.11.2024 04:15","2795","0"
"27.11.2024 04:15 - 27.11.2024 04:30","2842","0"
"27.11.2024 04:30 - 27.11.2024 04:45","2874","0"
"27.11.2024 04:45 - 27.11.2024 05:00","2811","0"
"27.11.2024 05:00 - 27.11.2024 05:15","2885","0"
"27.11.2024 05:15 - 27.11.2024 05:30","2893","0"
"27.11.2024 05:30 - 27.11.2024 05:45","2908","0"
"27.11.2024 05:45 - 27.11.2024 06:00","2805","0"
"27.11.2024 06:00 - 27.11.2024 06:15","2873","0"
"27.11.2024 06:15 - 27.11.2024 06:30","2840","0"
"27.11.2024 06:30 - 27.11.2024 06:45","2796","0"
"27.11.2024 06:45 - 27.11.2024 07:00","2593","0"
"27.11.2024 07:00 - 27.11.2024 07:15","2670","0"
"27.11.2024 07:15 - 27.11.2024 07:30","2798","0"
"27.11.2024 07:30 - 27.11.2024 07:45","2605","0"
"27.11.2024 07:45 - 27.11.2024 08:00","2588","0"
"27.11.2024 08:00 - 27.11.2024 08:15","2633","0"
"27.11.2024 08:15 - 27.11.2024 08:30","2626","0"
"27.11.2024 08:30 - 27.11.2024 08:45","2621","0"
"27.11.2024 08:45 - 27.11.2024 09:00","2588","0"
"27.11.2024 09:00 - 27.11.2024 09:15","2587","0"
"27.11.2024 09:15 - 27.11.2024 09:30","2503","0"
"27.11.2024 09:30 - 27.11.2024 09:45","2664","0"
"27.11.2024 09:45 - 27.11.2024 10:00","2515","0"
"27.11.2024 10:00 - 27.11.2024 10:15","2649","0"
"27.11.2024 10:15 - 27.11.2024 10:30","2768","0"
"27.11.2024 10:30 - 27.11.2024 10:45","2758","0"
"27.11.2024 10:45 - 27.11.2024 11:00","2741","0"
"27.11.2024 11:00 - 27.11.2024 11:15","2750","0"
"27.11.2024 11:15 - 27.11.2024 11:30","2680","0"
"27.11.2024 11:30 - 27.11.2024 11:45","2710","0"
"27.11.2024 11:45 - 27.11.2024 12:00","2765","0"
"27.11.2024 12:00 - 27.11.2024 12:15","2729","0"
"27.11.2024 12:15 - 27.11.2024 12:30","2627","0"
"27.11.2024 12:30 - 27.11.2024 12:45","2873","0"
"27.11.2024 12:45 - 27.11.2024 13:00","2805","0"
"27.11.2024 13:00 - 27.11.2024 13:15","2867","0"
"27.11.2024 13:15 - 27.11.2024 13:30","2817","0"
"27.11.2024 13:30 - 27.11.2024 13:45","2817","0"
"27.11.2024 13:45 - 27.11.2024 14:00","2843","0"
"27.11.2024 14:00 - 27.11.2024 14:15","2839","0"
"27.11.2024 14:15 - 27.11.2024 14:30","2792","0"
"27.11.2024 14:30 - 27.11.2024 14:45","2827","0"
"27.11.2024 14:45 - 27.11.2024 15:00","2771","0"
"27.11.2024 15:00 - 27.11.2024 15:15","2693","0"
"27.11.2024 15:15 - 27.11.2024 15:30","2661","0"
"27.11.2024 15:30 - 27.11.2024 15:45","2568","0"
"27.11.2024 15:45 - 27.11.2024 16:00","2724","0"
"27.11.2024 16:00 - 27.11.2024 16:15","2728","0"
"27.11.2024 16:15 - 27.11.2024 16:30","2948","0"
"27.11.2024 16:30 - 27.11.2024 16:45","2930","0"
"27.11.2024 16:45 - 27.11.2024 17:00","2908","0"
"27.11.2024 17:00 - 27.11.2024 17:15","2776","0"
"27.11.2024 17:15 - 27.11.2024 17:30","2539","0"
"27.11.2024 17:30 - 27.11.2024 17:45","2880","0"
"27.11.2024 17:45 - 27.11.2024 18:00","3008","0"
"27.11.2024 18:00 - 27.11.2024 18:15","2811","0"
"27.11.2024 18:15 - 27.11.2024 18:30","2779","0"
"27.11.2024 18:30 - 27.11.2024 18:45","2790","0"
"27.11.2024 18:45 - 27.11.2024 19:00","2796","0"
"27.11.2024 19:00 - 27.11.2024 19:15","2727","0"
"27.11.2024 19:15 - 27.11.2024 19:30","2396","0"
"27.11.2024 19:30 - 27.11.2024 19:45","2386","0"
"27.11.2024 19:45 - 27.11.2024 20:00","2412","0"
"27.11.2024 20:00 - 27.11.2024 20:15","2495","0"
"27.11.2024 20:15 - 27.11.2024 20:30","2216","0"
"27.11.2024 20:30 - 27.11.2024 20:45","2354","0"
"27.11.2024 20:45 - 27.11.2024 21:00","2415","0"
"27.11.2024 21:00 - 27.11.2024 21:15","2441","0"
"27.11.2024 21:15 - 27.11.2024 21:30","2453","0"
"27.11.2024 21:30 - 27.11.2024 21:45","2481","0"
"27.11.2024 21:45 - 27.11.2024 22:00","2478","0"
"27.11.2024 22:00 - 27.11.2024 22:15","2400","0"
"27.11.2024 22:15 - 27.11.2024 22:30","2124","0"
"27.11.2024 22:30 - 27.11.2024 22:45","2331","0"
"27.11.2024 22:45 - 27.11.2024 23:00","2309","0"
"27.11.2024 23:00 - 27.11.2024 23:15","2245","0"
"27.11.2024 23:15 - 27.11.2024 23:30","2260","0"
"27.11.2024 23:30 - 27.11.2024 23:45","2393","0"
"27.11.2024 23:45 - 28.11.2024 00:00","2329","0"
"28.11.2024 00:00 - 28.11.2024 00:15","2368","0"
"28.11.2024 00:15 - 28.11.2024 00:30","2023","0"
"28.11.2024 00:30 - 28.11.2024 00:45","1793","0"
"28.11.2024 00:45 - 28.11.2024 01:00","2089","0"
"28.11.2024 01:00 - 28.11.2024 01:15","2205","0"
"28.11.2024 01:15 - 28.11.2024 01:30","2212","0"
"28.11.2024 01:30 - 28.11.2024 01:45","2150","0"
"28.11.2024 01:45 - 28.11.2024 02:00","2226","0"
"28.11.2024 02:00 - 28.11.2024 02:15","2247","0"
"28.11.2024 02:15 - 28.11.2024 02:30","2169","0"
"28.11.2024 02:30 - 28.11.2024 02:45","2241","0"
"28.11.2024 02:45 - 28.11.2024 03:00","2204","0"
"28.11.2024 03:00 - 28.11.2024 03:15","2221","0"
"28.11.2024 03:15 - 28.11.2024 03:30","2164","0"
"28.11.2024 03:30 - 28.11.2024 03:45","2240","0"
"28.11.2024 03:45 - 28.11.2024 04:00","2213","0"
"28.11.2024 04:00 - 28.11.2024 04:15","2202","0"
"28.11.2024 04:15 - 28.11.2024 04:30","2747","0"
"28.11.2024 04:30 - 28.11.2024 04:45","2766","0"
"28.11.2024 04:45 - 28.11.2024 05:00","2689","0"
"28.11.2024 05:00 - 28.11.2024 05:15","2717","0"
"28.11.2024 05:15 - 28.11.2024 05:30","2627","0"
"28.11.2024 05:30 - 28.11.2024 05:45","2440","0"
"28.11.2024 05:45 - 28.11.2024 06:00","2374","0"
"28.11.2024 06:00 - 28.11.2024 06:15","2485","0"
"28.11.2024 06:15 - 28.11.2024 06:30","2538","0"
